Gene	S1	S2	S3	S4	S5	S6	S7	S8
SLC35F1	0.0	0.0260125	0.00879334	0.0420927	0.0329093	0.0149645	0.00959438	0.0077108
SLC35F2	0.150677	0.14387	0.00317632	0.0	0.0	0.850965	0.0	0.0
SLC35F3	0.320427	0.0852652	0.0285473	0.161433	0.013225	0.0244474	2.46567	2.77725
SLC35F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35F5	0.141382	0.569497	0.201052	0.429988	0.494526	0.205111	0.0	0.0
SLC35F6	0.211583	0.667869	1.00855	0.574723	0.341378	0.480177	0.591256	1.26927
SLC35G1	0.297483	0.0	0.0	1.17226	0.539722	1.15183	0.140644	1.45025
SLC35G2	1.3091050000000002	1.21002	1.340465	1.0476055	1.0005964999999999	0.6709895	1.63258	0.9790795000000001
SLC35G3	0.35631	0.242566	1.40824	0.530671	0.780377	0.947992	0.314131	0.285378
SLC35G4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35G6	0.0	0.0	0.101533	0.0	0.055564	0.0	0.0	0.0
SLC36A1	0.0	0.0	0.0	0.118534	0.11753	0.0	0.0	0.0458244395
SLC36A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC36A3	0.00521955	0.004342385	0.03698265	0.03288485	0.00527955	0.01553745	0.077832	0.0678675
SLC36A4	3.51171	6.02717	5.660505	7.4579	6.1060099999999995	4.695155	4.6638399999999995	5.90293
SLC37A1	0.07084825	0.4184595	0.3277415	0.38446115000000003	0.023646	0.0110056	0.1713475	0.0550111
SLC37A2	0.0	0.102374	0.0	0.0	0.0405311	0.0438984	0.126414	0.141954
SLC37A3	0.0	0.0	0.0897703	0.367075	0.2168	0.174565	0.0	0.283358
SLC37A4	0.0	0.0742263	0.0	0.0	0.0	6.71272e-10	0.0	0.0
SLC38A1	1.69138	3.7461149999999996	3.181685	4.91512	4.21085	2.8378750000000004	2.499215	2.802575
SLC38A10	0.3477945	0.3771695	0.347502	0.4092505	0.4548945	0.2726635	0.30693349999999997	0.5160435
SLC38A11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC38A2	1.4262	2.2011	1.87931	2.90731	1.16658	3.44708	2.05101	2.02226
SLC38A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC38A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC38A5	0.0	0.0	0.0	0.0	0.0729329	0.0	0.0	0.0
SLC38A6	0.181741	0.195288	0.1517	0.259146	0.248878	0.137247	0.26093	0.186878
SLC38A7	0.145581	0.177474	0.291649	0.252336	0.193414	0.0918194	0.337345	0.314697
SLC38A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC38A9	0.0512056	0.0	0.144821	0.301596	0.238708	0.0	0.305432	0.181485
SLC39A1	0.0	0.0	0.0	0.0	0.0684675	0.155209	0.0	0.299205
SLC39A10	0.192253	0.406643	0.42974049999999997	0.268469	0.39932650000000003	0.72388	0.355738	1.1232445
SLC39A11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC39A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC39A13	0.739247	0.6717155	0.490539	0.8658334999999999	0.6262035	0.9606844999999999	0.4459345	1.26257
SLC39A14	0.0	0.02267065	0.0	0.0	0.0	0.0	0.0	0.276477
SLC39A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0561905	0.0894225
SLC39A3	0.397368	0.357472	0.0	0.324807	2.05767	1.71097	0.0	1.29718
SLC39A4	0.11096005	0.1559775	0.0733585	0.11096215000000001	0.119558	0.0728034	0.1001755	0.1223075
SLC39A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC39A6	0.846702	1.16425	1.97194	1.07984	1.65748	1.99345	0.949914	2.39002
SLC39A7	0.0181575	0.22036	0.655562	0.0494328	0.0295656	0.0135496	0.259423	0.0160296
SLC39A8	0.52827	0.0	0.4724465	0.5710055	0.527572	0.234776	0.9641145	0.6292625
SLC39A9	0.3227715	0.36072499999999996	0.6727935	0.6192850000000001	0.7171065000000001	0.639154	0.34004999999999996	1.6184954999999999
SLC3A1	0.0	0.0	0.0	0.0351604	0.0	0.0	0.0	0.0
SLC3A2	0.823604	1.11132	1.07682	0.628382	0.445495	0.27706	0.915865	0.407796
SLC40A1	0.0	0.0	0.0	0.1103725	0.0	0.0	0.0	0.0
SLC41A1	1.31192	0.0626758	0.161843	0.0	7.24308e-07	0.45885	0.256637	0.0978876
SLC41A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC41A3	0.0	0.00336518	0.0	0.0	0.0	0.0	0.0	0.106239
SLC43A1	0.0	0.066631	0.396961	0.323355	0.193707	0.52066	0.495596	0.283284
SLC43A2	0.0	0.0	0.0	0.0699957	0.03583815	0.06665645	5.2322e-08	0.0750498
SLC43A3	0.0	0.02121	1.36349e-09	0.00029656	0.0	0.0	5.71108e-05	0.0
SLC44A1	0.1888235	0.16448190000000001	0.17720249999999999	0.2024888	0.198013	0.0	0.21030300000000002	0.1451995
SLC44A2	1.4522985	0.247511	1.2951424999999999	1.3371	0.5601670000000001	2.9106050000000003	1.1554885	1.8169
SLC44A3	0.0	0.0	0.0	0.0	0.0904802	0.0	0.0	0.0
SLC44A3-AS1	0.0	0.0	0.029267099999999997	0.0	0.06332775	0.0	0.0	0.0
SLC44A3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC44A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC44A5	0.204344	0.307655	0.0117264	0.0532397	0.282365	0.272124	0.0	0.0353959
SLC45A1	0.0369324	0.346078	0.0168589	0.298139	0.0	0.0629633	7.47942e-05	0.0
SLC45A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC45A3	0.0	0.0	0.0	0.0764544	0.0	0.0	0.0	0.0
SLC45A4	0.211805	0.407515	0.430878	0.348012	0.28379	0.493141	0.41569	1.04786
SLC46A1	0.00529785	0.0989995	8.8405e-09	0.0	0.0	0.0	0.0	0.0
SLC46A2	0.0	0.0	0.0	0.0224108	0.0593562	0.0	0.22303	0.0238758
SLC46A3	3.5738163	4.098635	3.802565	3.9759665	4.3480305	3.6649416	5.275677	5.00945
SLC47A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC47A1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC47A1P2	0.0	0.0	0.0	0.03513605	0.0	0.0	0.0	0.0
SLC47A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC48A1	0.0	0.0	0.0	0.0	0.0408369	0.0	0.0	0.0
SLC49A3	0.0	0.0	0.0	0.0	0.0	0.0	0.03469385	0.0
SLC49A4	3.5853	1.62008	4.40433	2.64907	2.72905	2.67312	2.84876	2.65352
SLC4A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A1AP	0.500044	0.45965199999999995	0.5137425	0.4824072	0.3906685	0.414462	0.36972150000000004	0.453111
SLC4A1APP1	0.177274	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A1APP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC4A5	3.48063e-06	0.0	0.01197225	0.0	0.0	0.0	4.093974e-09	0.015970582995
SLC4A7	0.0651887	3.2103305e-08	0.145880565	0.2287025	0.185246	0.00011494875000000001	0.14096735	6.2734e-06
SLC4A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0141129	0.0
SLC4A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC50A1	0.181641	0.761225	0.6324565	0.5552395	0.644219	0.2683355	0.3135825	0.308952
SLC51A	0.060183	0.0	0.0	0.0604183	0.109008	0.0	0.0	0.0578526
SLC52A1	0.000550359	0.0	0.000499319	0.000410746	0.000816527	0.000238952	0.0	4.20095e-10
SLC52A2	0.0	0.000953116	0.0	0.0	0.0	0.0	0.26521	0.0
SLC52A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A2	0.0	0.0173181	0.0	0.0	0.0	0.03795275	0.0	0.159019
SLC5A4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A6	0.179875	0.250973	0.0	0.217655	0.086008	0.483457	0.0878847	0.457621
SLC5A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A8	0.0	0.0	0.0	0.0275026	0.00903172	0.00837158	0.010755	0.00852259
SLC5A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC66A1	0.269116	0.0	0.146316	0.441576	0.519934	0.0	0.455673	0.275289
SLC66A1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC66A2	0.182446	0.422714	0.291493	0.151024	0.369044	0.144173	0.587943	0.15769
SLC66A3	1.98336	1.25466	1.0546	1.27902	1.93062	1.7231	1.7111	1.353
SLC6A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A10P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A11	0.0	0.0167169	0.0216762	0.01392825	0.0203978	0.0126524	0.0163062	0.02196895
SLC6A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A14P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A14P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A14P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A16	0.0	0.0	0.3466415	0.28606805	0.333213085	0.37687499999999996	0.5838305	0.489996
SLC6A17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A21P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A3	0.0	0.0	0.0	0.0	0.0	0.00533514	0.0	0.0
SLC6A4	0.0	0.0	0.0	0.0	0.0	1.4835e-08	0.0	0.0
SLC6A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A6	0.20873	0.204625	0.190893	0.452959	0.297849	0.276599	0.91591	0.296567
SLC6A6P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A1	0.20530145	0.0	0.073537	0.0	0.35442755000000004	0.1705735	0.787245	1.148656
SLC7A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A11	0.0181165	0.01035115	0.01306575	0.0564315	0.0656945	0.0105044	0.64682	0.0374258
SLC7A13	0.0	0.00968975	0.01259065	0.059962	0.02340785	0.03270375	0.0	0.0
SLC7A14	0.645359	0.61873	1.77388	1.81678	2.25211	2.10259	2.83993	1.12304
SLC7A15P	0.0	0.0	0.0	0.0	0.0282566	0.0	0.0	0.0
SLC7A2	0.0	2.86648e-09	4.61901e-09	2.36668e-10	1.54479e-08	4.45163e-10	1.03204e-08	1.19911e-08
SLC7A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141658
SLC7A4	0.0	0.0	0.0	0.1481573	0.0	0.0	0.0093286	0.0
SLC7A5	0.000562885	0.5797085	4.00855e-09	0.0	0.6248	0.1015975	0.0	0.04282295
SLC7A5P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A6	0.5360845000000001	1.55463	0.40124150000000003	1.78744	0.563518	1.59794	1.023789	1.658725
SLC7A6OS	2.907165	2.939065	4.1026	5.9300250000000005	3.88502	3.9651199999999998	4.234170000000001	4.592015
SLC7A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC8A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC8A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC8A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC8B1	0.4997205	0.520068	0.06170515	0.763164	0.5624045	1.249522	0.9601649999999999	0.8658650000000001
SLC9A1	0.000857761	0.0	0.0	0.0	0.0	0.0649022	0.0	0.0
SLC9A2	0.0	0.0	0.0	0.05525	0.0	0.0	0.0	0.0
SLC9A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A3P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A3P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A3R1	2.513845	0.9029745	1.1151925	0.214315	1.130293	0.9269705	1.8752900000000001	0.335009
SLC9A3R2	0.0759625	0.0	0.0	0.001785555	0.0	0.0	0.0	0.04484465
SLC9A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A5	0.00721095	0.0171114	0.0316616	0.03756035	0.0	0.0	0.0	0.062662
SLC9A6	0.105342	3.20503e-06	1.14599e-05	0.17853	0.000508642	0.0	0.0128927	1.30774e-08
SLC9A7	0.0	0.138185	0.0	0.12885	0.02444175	0.00762645	0.0	0.01666275
SLC9A7P1	0.0166898	0.0	0.02366695	0.00562875	0.0164291	0.02553825	0.0196915	0.02115495
SLC9A8	0.919009	0.679213	0.996292	0.921921	1.26975	1.00518	1.94932	1.94085
SLC9A9	0.65989	0.350627	0.3053475	0.937597	2.81241	0.596412	0.50053	0.358315
SLC9B1	0.0506855967905	0.09023115	0.0	0.0	0.21237100000000003	0.0	0.0	0.06220845
SLC9B1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9B1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9B1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.036849	0.0
SLC9B1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0371462	0.0
SLC9B2	0.4370195	0.3694175	0.14354150000000002	0.818943	0.3341175	0.237619	0.5230334999999999	0.5011495
SLC9C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1B3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1B3-SLCO1B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO2B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO3A1	0.6634145	0.6187244999999999	0.39004249999999996	0.437946	1.280465	0.2153985	0.9289255000000001	0.08715665
SLCO4A1	0.30954550000000003	0.31717700000000004	0.0534772625	0.1099108	0.0	0.0	0.0	0.0
SLCO5A1	0.0	0.0	0.0	0.0	0.0	0.0	0.00251461	0.0
SLCO6A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLED1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLF1	0.248295	0.595996	0.264422	0.132391	0.073659	0.0	0.0	0.0
SLF2	2.64787	3.79873	3.02249	4.62441	3.60079	3.339	4.52801	3.64803
SLFN11	0.723449	1.03933	1.65977	1.05971	0.56311	0.601799	0.643714	0.679229
SLFN12	0.191085	0.124262	0.0	0.198376	0.460382	0.15649	0.569947	0.863814
SLFN13	0.4400385	0.246265	0.23724095	0.21471200000000001	0.45968549999999997	0.30675399999999997	0.306157	0.1143325
SLFN14	0.101891	0.37566	0.136189	0.333555	0.56771	0.0582789	0.241112	0.095622
SLFN5	32.072165	36.075	51.9998	47.34425	54.97868	45.19702	55.947599999999994	55.69655
SLFNL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLIRP	1.78918	1.32963	1.86613	1.09287	1.24638	1.4949	0.71466	0.435164
SLIRPP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLIRPP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLIT1	7.0718e-05	0.0	0.04247855	0.0	0.0	0.0	0.0	0.0
SLIT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLIT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK2	0.0285076	0.0335325	0.0252105	0.0569286	0.0373718	0.0129473	0.0167267	0.0439135
SLITRK3	0.0	0.003488295	0.004516125	0.0	0.0	0.00883915	0.0	0.00399551
SLITRK4	0.0040004	0.00542245	0.00694765	0.0139193	0.0083212	0.001903405	0.0	0.001942605
SLITRK5	0.0304552	0.0250844	0.0367601	0.115213	0.0315821	0.0172535	0.0339091	0.0281556
SLITRK6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLK	5.54385	6.56232465	7.66515	8.82346	6.89875	7.4747105000000005	7.4706295	7.5722
SLMAP	0.0	0.0306425	0.189241	0.362118	0.23838	0.203032	0.308938	0.303202
SLN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLPI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLTM	0.51641	0.770904	1.12309	0.945826	1.04729	0.446973	0.306452	0.760586
SLU7	3.8409665	3.8702055	3.721618	2.483675	3.8269215	5.571109000000001	1.9631865	2.745505
SLURP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLX1A	2.36195	2.03196	1.15223	1.8247	0.784846	1.28518	1.34213	1.27092
SLX1B	1.52448	0.181252	2.3142	0.912349	1.37737	1.27071	2.00922	1.82993
SLX4	0.280252	0.39215324999999995	0.27899255	0.169751	0.102672	0.1481572	0.2941875	0.21831565
SLX4IP	0.0	0.761985	0.127118	0.145658	0.0928932	0.422481	0.74454	0.429488
SMAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMAD2	0.777077	0.880445	0.449386	0.695835	0.624264	0.485062	1.3234	1.01459
SMAD3	0.0	0.1950985	0.0	0.317504	0.736073	0.20962599999999998	0.54097	0.21065050000000002
SMAD4	1.5432	0.733533	2.52909	2.30342	1.03976	0.76897	0.379465	0.415712
SMAD5	2.52877e-08	0.470344	0.386225	0.0	3.41823e-06	0.0300058	0.266596	0.216094
SMAD6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMAD7	0.0	0.761303	1.236	2.49699	0.93609	2.44431	4.16288	1.60447
SMAD9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMAGP	1.246	2.18829	0.115921	1.94361	0.439165	0.972972	0.622861	1.34099
SMAP1	0.349657	0.675325	0.160293	0.79042	0.255241	0.432117	0.338909	0.225766
SMAP2	4.74664	3.67964	5.79235	10.3943	3.82783	4.5521	5.37106	1.48632
SMARCA1	0.0	0.0890865	0.0	0.3400395	0.0	0.45124549999999997	0.0	0.2588735
SMARCA2	0.0	0.0	9.89872e-11	0.0	0.0	0.0778053	0.0	0.0
SMARCA4	0.0	0.0	0.0	0.0	0.0	4.281695e-10	0.0	0.0
SMARCA5	2.107688	0.1735855	1.241885	1.47738	0.4325005	0.4785275	0.4211945	0.153343
SMARCAD1	0.339338	0.729936	0.313575	0.304815	0.493541	0.77707	0.333371	0.789065
SMARCAL1	0.0	0.0894095	0.6211645	0.41050299999999995	0.3756885	0.0674607	0.4618835	0.721136
SMARCB1	0.0	0.0	0.00233043	5.30847e-09	0.121124	0.0434304	0.000144519	0.0123544
SMARCC1	2.04003	0.395473	1.84918	1.54179	1.10474	1.11872	0.703039	0.803649
SMARCC2	1.91546	2.384595	2.13061	1.7150050000000001	1.194131	2.811065	2.030155	0.599964
SMARCD1	0.158676	0.612556	0.375771	0.202142	0.648585	0.454902	0.338264	0.400179
SMARCD2	0.354268	0.152956	0.332374	0.0	0.409885	0.359954	0.325977	0.77034
SMARCD3	0.0245177	0.0	0.0	0.0	0.0	0.0	0.0669945	0.0984425
SMARCE1	3.483105e-10	0.0	0.000152855	5.44025e-08	0.005049410000000001	0.08327865	0.00846926	1.167045e-10
SMARCE1P1	0.0	0.0278997	0.0	0.0	0.0	0.0	0.0	0.0321381
SMARCE1P2	0.0	0.0	0.0	0.0	0.0	0.0301709	0.0	0.0
SMARCE1P3	0.032054	0.026652	0.0681625	0.0325995	0.0	0.0593224	0.0771464	0.0615794
SMARCE1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCE1P5	0.0	0.0	0.0810819	0.100336	0.0375166	0.0609982	0.179731	0.10318
SMARCE1P6	0.293052	0.0271168	0.198256	0.0	0.221486	0.0302152	0.134086	0.337551
SMARCE1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMBD1P	4.97166	3.71911	1.39108	3.22955	2.66501	1.88068	2.17065	1.89649
SMC1A	1.112134	1.88666	1.49756	0.7843015	1.34351	1.43834	1.6807750000000001	3.4024599999999996
SMC1B	0.0	0.0	0.0	0.0171499	0.0217595	0.0	0.0	0.0
SMC2	3.2288500000000004	2.527805	2.5282180000000003	2.673465	2.8401699999999996	2.372505	3.382895	2.206405
SMC3	78.4098	67.2686	76.1699	67.0477	74.5059	56.5052	68.6049	36.3892
SMC3P1	0.0691143	0.394137	0.146947	0.36594	0.0	0.0	0.253465	0.326165
SMC4	1.50724	0.475074	1.95332	1.0713750000000002	1.499155	0.8854504999999999	0.8477125	0.3499505
SMC4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMC5	0.548899	1.01995	1.27667	1.23587	0.404598	0.0760619	1.44103	0.75447
SMC6	0.259142	0.721375	1.45613	0.264107	1.33537	0.450684	0.255819	0.236846
SMCHD1	1.38039	0.62791	0.856306	1.607095	0.964828	0.9140429999999999	0.854552	1.0249305
SMCO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMCO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMCO3	0.0	0.0	0.133061	0.26974	0.0	0.441494	0.0	0.0168064
SMCO4	0.0	0.0	0.0	0.0	0.716567	0.0	0.0	0.0
SMCO4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMDT1	21.9407	17.6458	13.382	14.4216	19.4689	19.6041	14.3482	15.0844
SMG1	0.1585185	0.29293635	1.248955	0.44644149999999994	0.5905294999999999	0.10728979999999999	0.617138	0.4606015
SMG1P1	1.15049	1.2176	1.19267	1.29102	2.58168	0.427613	2.95457	1.39329
SMG1P2	4.77041	6.55755	5.4534	7.85747	5.12559	4.49457	7.31514	7.65408
SMG1P3	4.02935	4.276585	2.242	4.08661	4.90984	3.5571349999999997	4.26448	5.713825
SMG1P4	0.00963345	0.0	0.3599845	0.03271435	0.361964	0.1880409	0.8318375	0.22713435
SMG1P5	1.13354	1.64609	0.997053	4.72934	1.71485	0.727736	4.74631	2.36852
SMG1P6	0.0882042	0.082023	0.351593	0.250886	0.179362	0.112556	0.134914	0.146219
SMG1P7	1.091682	0.593742	0.567258	1.184839	0.5374145	0.6093569999999999	0.618465	0.68382
SMG5	0.473167	0.715543	0.17095	0.523602	0.131259	0.160459	0.776633	0.458848
SMG6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMG7	1.125455	0.216032	0.8128895	0.807091	1.24884	1.1672699999999998	0.5223249999999999	0.856951
SMG8	0.0	0.0	0.0	0.0	0.0	0.0	0.363108	0.0
SMG9	0.6065689999999999	0.1321515	1.0630985000000002	0.593686	0.0462612	0.286993	0.188612	0.7544245
SMIM1	0.250471	0.0	0.175497	0.0	0.0	0.140649	0.15018	0.2877
SMIM10L1	19.2104	21.279	35.6118	22.7033	36.3902	31.4155	22.9896	31.9394
SMIM11A	0.03101415	0.7031316000000001	0.068328173	0.03539136	0.2690625	1.1935585	0.15172845	0.335115
SMIM11B	0.136632	0.0305703	0.136163	0.387911	0.168997	0.0541097	0.271494	1.79657e-05
SMIM11P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM12	0.509692	2.77966	1.23056	1.46514	1.60327	0.770799	0.596681	0.65768
SMIM12P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM13	2.04229	2.12398	3.76843	2.43017	4.77005	2.26386	2.73739	1.39741
SMIM14	8.129495	5.951035000000001	7.466760000000001	9.64922	6.2548449999999995	5.217425	7.449715	9.257285
SMIM15	13.2919	22.7684	16.5261	17.7896	19.5231	28.6494	25.4985	39.2302
SMIM15P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM15P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM17	0.0	0.0	0.0	0.0	0.0	0.0	0.29769	0.0
SMIM18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM19	1.55094	1.76892	2.49123	1.79744	1.32949	1.85251	2.21999	2.02951
SMIM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM20	1.65345	0.66763	1.47466	2.36528	0.409218	1.87452	0.725218	1.30558
SMIM21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM24	0.0	0.0	0.0	0.0	0.0	0.177242	0.116342	0.0
SMIM26	51.4155355	48.7662	47.98274	50.38958	44.443729499999996	42.5376125	41.411825	39.377907
SMIM27	4.10192	2.58143	7.20826	6.1287	3.25954	6.63689	4.5575	6.9194
SMIM29	2.66095	3.22941	3.6332755	3.798835	3.2554350000000003	3.297785	4.025695	3.2059215
SMIM3	11.7024	16.9327	13.9948	17.2143	10.5412	9.74618	10.6312	9.37275
SMIM30	0.801948	1.38897	1.03852	0.704793	1.2984	1.06581	1.15099	0.475254
SMIM31	0.04243575	0.03322535	0.1121715	0.092704	0.0656665	0.097248	0.050616	0.0584995
SMIM34B	0.0483741	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM35	0.188223	0.131822	0.2132335	0.146112	0.202403	0.132626	0.2413595	0.02014125
